CN_Code,Description
42023290,4202 32 90 --- di materie tessili
42023900,4202 39 00 -- altri
42029100,"4202 91 -- con superficie esterna di cuoio o di pelli, naturali o ricostituiti"
42029110,"4202 91 10 --- Sacche da viaggio, borse per oggetti di toletta, sacchi a spalla e sacche per articoli sportivi"
42029180,4202 91 80 --- altri
42029200,4202 92 -- con superficie esterna di fogli di materie plastiche o di materie tessili
42029211,"4202 92 11 ---- Sacche da viaggio, borse per oggetti di toletta, sacchi a spalla e sacche per articoli sportivi"
42029215,4202 92 15 ---- Contenitori per strumenti musicali
42029219,4202 92 19 ---- altri
42029291,"4202 92 91 ---- Sacche da viaggio, borse per oggetti di toletta, sacchi a spalla e sacche per articoli sportivi"
42029298,4202 92 98 ---- altri
42029900,4202 99 00 -- altri
42030000,"4203 Indumenti ed accessori di abbigliamento di cuoio o di pelli, naturali o ricostituiti"
42031000,4203 10 00 - Indumenti
42032100,4203 21 00 -- speciali per praticare gli sport
42032900,4203 29 -- altri
42032910,4203 29 10 --- di protezione per qualsiasi mestiere
42032990,4203 29 90 --- altri
42033000,"4203 30 00 - Cinture, cinturoni e bandoliere"
42034000,4203 40 00 - altri accessori di abbigliamento
42050000,4205 00 Altri lavori di cuoio o di pelli naturali o ricostituiti
42050011,4205 00 11 -- Cinghie di trasmissione o di trasporto
42050019,4205 00 19 -- altri
42050090,4205 00 90 - altri
42060000,"4206 00 00 Lavori di budella, di pellicola di intestini baudruche, di vesciche o di tendini"
43002100,CAPITOLO 43 - PELLI DA PELLICCERIA E PELLICCE ARTIFICIALI; RELATIVI LAVORI
43010000,"4301 Pelli da pellicceria gregge (comprese le teste, le code, le zampe e gli altri pezzi utilizzabili in pellicceria), diverse dalle pelli gregge delle voci 4101, 4102 o 4103"
43011000,"4301 10 00 - di visone, intere, anche senza teste, code o zampe"
43013000,"4301 30 00 - di agnello detto astrakan, breitschwanz, caracul, persiano o simili, di agnello delle Indie, della Cina, della Mongolia o del Tibet, intere, anche senza teste, code o zampe"
43016000,"4301 60 00 - di volpe, intere, anche senza teste, code o zampe"
43018000,"4301 80 00 - altre pelli da pellicceria, intere, anche senza teste, code o zampe"
43019000,"4301 90 00 - Teste, code, zampe ed altri pezzi utilizzabili in pellicceria"
43020000,"4302 Pelli da pellicceria conciate o preparate (comprese le teste, code, zampe ed altri pezzi, cascami e ritagli), anche riunite (senza aggiunta di altre materie), diverse da quelle della voce 4303"
43021100,"- Pelli da pellicceria intere, anche senza teste, code o zampe, non riunite"
43021900,4302 19 -- altre
43021915,"4302 19 15 --- di castoro, di rat musqué o di volpe"
43021935,4302 19 35 --- di coniglio o di lepre
43021941,4302 19 41 ---- di cuccioli di foca groenlandica (manto bianco) o di cuccioli di foca dal cappuccio (manto grigio-blu)
43021949,4302 19 49 ---- altre
43021975,"4302 19 75 ---- di agnello detto astrakan, breitschwanz, caracul, persiano o simili, di agnello delle Indie, della Cina, della Mongolia o del Tibet"
43021980,4302 19 80 ---- altre
43021999,4302 19 99 --- altre
43022000,"4302 20 00 - Teste, code, zampe ed altri pezzi, cascami e ritagli, non riuniti"
43023000,"4302 30 - Pelli da pellicceria intere e loro pezzi e ritagli, riuniti"
43023010,4302 30 10 -- Pelli dette allungate
43023025,4302 30 25 --- di coniglio o di lepre
43023051,4302 30 51 ---- di cuccioli di foca groenlandica (manto bianco) o di cuccioli di foca dal cappuccio (manto grigio-blu)
43023055,4302 30 55 ---- altre
43023099,4302 30 99 --- altre
43030000,"4303 Indumenti, accessori di abbigliamento ed altri oggetti di pelli da pellicceria"
43031000,4303 10 - Indumenti ed accessori di abbigliamento
43031010,4303 10 10 -- di pelli da pellicceria di cuccioli di foca groenlandica (manto bianco) o di cuccioli di foca dal cappuccio (manto grigio-blu)
43031090,4303 10 90 -- altri
43039000,4303 90 00 - altri
43040000,4304 00 00 Pellicce artificiali e oggetti di pellicce artificiali
44001100,"SEZIONE IX - LEGNO, CARBONE DI LEGNA E LAVORI DI LEGNO; SUGHERO E LAVORI DI SUGHERO; LAVORI DI INTRECCIO, DA PANIERAIO O DA STUOIAIO"
44002100,CAPITOLO 44 - LEGNO E LAVORI DI LEGNO; CARBONE DI LEGNA
44010000,"4401 Legna da ardere in tondelli, ceppi, ramaglie, fascine o in forme simili; legno in piccole placche o in particelle; segatura, avanzi e cascami di legno, anche agglomerati in forma di ceppi, mattonelle, pellet o in forme simili"
44011100,"- Legna da ardere in tondelli, ceppi, ramaglie, fascine o in forme simili"
44011200,4401 12 00 -- diversa da quello di conifere
44012100,- Legno in piccole placche o in particelle
44012200,4401 22 -- diverso da quello di conifere
44012210,4401 22 10 --- di eucalipto (Eucalyptus spp.)
44012290,4401 22 90 --- altro
44013100,"- Segatura, avanzi e cascami di legno, anche agglomerati in forma di ceppi, mattonelle, pellet o in forme simili"
44013200,4401 32 00 -- Mattonelle di legno
44013900,4401 39 00 -- altri
44014100,"- Segatura, avanzi e cascami di legno, non agglomerati"
44014900,4401 49 -- altri
44014910,"4401 49 10 --- Corteccia e rifiuti di produzione, cascami, scarti e residui"
44014990,4401 49 90 --- altri
44020000,"4402 Carbone di legna (compreso il carbone di gusci o di noci), anche agglomerato"
44021000,4402 10 00 - di bambù
44022000,4402 20 00 - di gusci o di noci
44029000,4402 90 00 - altro
44030000,"4403 Legno grezzo, anche scortecciato, privato dell'alburno o squadrato"
44031100,"- trattato con tinte, creosoto o altri agenti di conservazione"
44031200,4403 12 00 -- diverso da quello di conifere
44032100,"4403 21 -- di pino (Pinus spp.), con sezione trasversale minima pari o superiore a 15 cm"
44032110,4403 21 10 --- Tronchi per sega
44032190,4403 21 90 --- altro
44032200,"4403 22 00 -- di pino (Pinus spp.), altri"
44032300,"4403 23 -- di abete (Abies spp.) e abete rosso (Picea spp.), con sezione trasversale minima pari o superiore a 15 cm"
44032310,4403 23 10 --- Tronchi per sega
44032390,4403 23 90 --- altro
44032400,"4403 24 00 -- di abete (Abies spp.) e abete rosso (Picea spp.), altri"
44032500,"4403 25 -- altro, con sezione trasversale minima pari o superiore a 15 cm"
44032510,4403 25 10 --- Tronchi per sega
44032590,4403 25 90 --- altro
44032600,4403 26 00 -- altro
44034100,"4403 41 00 -- Dark Red Meranti, Light Red Meranti e Meranti Bakau"
44034200,4403 42 00 -- Teak
44034900,4403 49 -- altro
44034910,"4403 49 10 --- Acajou d'Afrique, Iroko e Sapelli"
44034935,4403 49 35 --- Okoumé e Sipo
44034985,4403 49 85 --- altro
44039100,4403 91 00 -- di quercia (Quercus spp.)
44039300,"4403 93 00 -- di faggio (Fagus spp.), con sezione trasversale minima pari o superiore a 15 cm"
44039400,"4403 94 00 -- di faggio (Fagus spp.), altri"
44039500,"4403 95 -- di betulla (Betula spp.), con sezione trasversale minima pari o superiore a 15 cm"
44039510,4403 95 10 --- Tronchi per sega
44039590,4403 95 90 --- altro
44039600,"4403 96 00 -- di betulla (Betula spp.), altri"
44039700,4403 97 00 -- di pioppo e pioppo tremulo (Populus spp.)
44039800,4403 98 00 -- di eucalipto (Eucalyptus spp.)
44039900,4403 99 00 -- altro
44040000,"4404 Liste di legno per cerchi; pali spaccati; pioli e picchetti di legno, appuntiti, non segati per il lungo; legno semplicemente sgrossato o arrotondato, ma non tornito, né curvato né altrimenti lavorato, per bastoni, ombrelli, manici di utensili o simili; legno in stecche, strisce, nastri e simili"
44041000,4404 10 00 - di conifere
44042000,4404 20 00 - diversi da quelli di conifere
44050000,4405 00 00 Lana (paglia) di legno; farina di legno
44060000,4406 Traversine di legno per strade ferrate o simili
44061100,4406 11 00 -- di conifere
44061200,4406 12 00 -- diverso da quello di conifere
44069100,4406 91 00 -- di conifere
44069200,4406 92 00 -- diverso da quello di conifere
44070000,"4407 Legno segato o tagliato per il lungo, tranciato o sfogliato, anche piallato, levigato o incollato con giunture di testa, di spessore superiore a 6 mm"
44071100,4407 11 -- di pino (Pinus spp.)
44071110,"4407 11 10 --- incollato con giunture di testa, anche piallato o levigato"
44071120,4407 11 20 --- piallato
44071190,4407 11 90 --- altro
44071200,4407 12 -- di abete (Abies spp.) e abete rosso (Picea spp.)
44071210,"4407 12 10 --- incollato con giunture di testa, anche piallato o levigato"
44071220,4407 12 20 --- piallato
44071290,4407 12 90 --- altro
44071300,"4407 13 00 -- di A-P-A (abete rosso (Picea spp.), pino (Pinus spp.) e abete (Abies spp.))"
44071400,4407 14 00 -- di Hem-fir (tsuga occidentale (Tsuga heterophylla) e abete (Abies spp.))
44071900,4407 19 -- altro
44071910,"4407 19 10 --- incollato con giunture di testa, anche piallato o levigato"
44071920,4407 19 20 --- piallato
44071990,4407 19 90 --- altro
44072100,4407 21 -- Mahogany (Swietenia spp.)
44072110,"4407 21 10 --- levigato; incollato con giunture di testa, anche piallato o levigato"
44072191,4407 21 91 ---- piallato
44072199,4407 21 99 ---- altro
44072200,"4407 22 -- Virola, Imbuia e Balsa"
44072210,"4407 22 10 --- levigato; incollato con giunture di testa, anche piallato o levigato"
44072291,4407 22 91 ---- piallato
44072299,4407 22 99 ---- altro
44072300,4407 23 -- Teak
44072310,"4407 23 10 --- levigato; incollato con giunture di testa, anche piallato o levigato"
44072320,4407 23 20 --- piallato
44072390,4407 23 90 --- altro
44072500,"4407 25 -- Dark Red Meranti, Light Red Meranti e Meranti Bakau"
44072510,"4407 25 10 --- incollato con giunture di testa, anche piallato o levigato"
44072530,4407 25 30 ---- piallato
44072550,4407 25 50 ---- levigato
44072590,4407 25 90 ---- altro
44072600,"4407 26 -- White Lauan, White Meranti, White Seraya, Yellow Meranti ed Alan"
44072610,"4407 26 10 --- incollato con giunture di testa, anche piallato o levigato"
44072630,4407 26 30 ---- piallato
44072650,4407 26 50 ---- levigato
44072690,4407 26 90 ---- altro
44072700,4407 27 -- Sapelli
44072710,"4407 27 10 --- levigato; incollato con giunture di testa, anche piallato o levigato"
44072791,4407 27 91 ---- piallato
44072799,4407 27 99 ---- altro
44072800,4407 28 -- Iroko
44072810,"4407 28 10 --- levigato; incollato con giunture di testa, anche piallato o levigato"
44072891,4407 28 91 ---- piallato
44072899,4407 28 99 ---- altro
44072900,4407 29 -- altro
44072915,"--- Abura, acajou d'Afrique, afrormosia, ako, andiroba, aningré, avodiré, azobé, balau, bossé clair, bossé foncé, cativo, cedro, dabema, dibétou, doussié, framiré, freijo, fromager, fuma, geronggang, ilomba, ipé, jaboty, jelutong, jequitiba, jongkong, kapur, kempas, keruing, kosipo, kotibé, koto, limba, louro, maçaranduba, makoré, mandioqueira, mansonia, mengkulang, merawan, merbau, merpauh, mersawa, moabi, niangon, nyatoh, obeche, okoumé, onzabili, orey, ovengkol, ozigo, padauk, paldao, palissandre de Guatemala, palissandre de Para, palissandre de Rio, palissandre de Rose, pau Amarelo, pau marfim, pulai, punah, quaruba, ramin, saqui-saqui, sepetir, sipo, sucupira, suren, tauari, tiama, tola"
44072920,"4407 29 20 ----- Palissandro di Para, Palissandro di Rio e Palissandro di Rosa, Palissandro di Para, Palissandro di Rio e Palissandro di Rosa"
44072983,4407 29 83 ------ piallato
44072985,4407 29 85 ------ levigato
44072995,4407 29 95 ------ altro
44072996,"4407 29 96 ---- piallato; incollato con giunture di testa, anche piallato o levigato"
44072997,4407 29 97 ----- levigato
44072998,4407 29 98 ----- altro
44079100,4407 91 -- di quercia (Quercus spp.)
44079115,"4407 91 15 --- levigato; incollato con giunture di testa, anche piallato o levigato"
44079131,"4407 91 31 ----- Liste e tavolette (parchetti) per pavimenti, non riunite"
44079139,4407 91 39 ----- altro
44079190,4407 91 90 ---- altro
44079200,4407 92 00 -- di faggio (Fagus spp.)
44079300,4407 93 -- di acero (Acer spp.)
44079310,"4407 93 10 --- piallato; incollato con giunture di testa, anche piallato o levigato"
44079391,4407 93 91 ---- levigato
44079399,4407 93 99 ---- altro
44079400,4407 94 -- di ciliegio (Prunus spp.)
44079410,"4407 94 10 --- piallato; incollato con giunture di testa, anche piallato o levigato"
44079491,4407 94 91 ---- levigato
44079499,4407 94 99 ---- altro
44079500,4407 95 -- di frassino (Fraxinus spp.)
44079510,"4407 95 10 --- piallato; incollato con giunture di testa, anche piallato o levigato"
44079591,4407 95 91 ---- levigato
44079599,4407 95 99 ---- altro
44079600,4407 96 -- di betulla (Betula spp.)
44079610,"4407 96 10 --- piallato; incollato con giunture di testa, anche piallato o levigato"
44079691,4407 96 91 ---- levigato
44079699,4407 96 99 ---- altro
44079700,4407 97 -- di pioppo e pioppo tremulo (Populus spp.)
44079710,"4407 97 10 --- piallato; incollato con giunture di testa, anche piallato o levigato"
44079791,4407 97 91 ---- levigato
44079799,4407 97 99 ---- altro
44079900,4407 99 -- altro
44079927,"4407 99 27 --- piallato; incollato con giunture di testa, anche piallato o levigato"
44079940,4407 99 40 ---- levigato
44079990,4407 99 90 ---- altro
44080000,"4408 Fogli da impiallacciatura (compresi quelli ottenuti mediante tranciatura di legno stratificato), fogli per compensati o per legno simile stratificato e altro legno segato per il lungo, tranciato o sfogliato, anche piallato, levigato, assemblati in parallelo o di testa, di spessore inferiore o uguale a 6 mm"
44081000,4408 10 - di conifere
44081015,"4408 10 15 -- piallato; levigato; incollato con giunture di testa, anche piallato o levigato"
44081091,4408 10 91 --- Tavolette destinate alla fabbricazione di matite
44081098,4408 10 98 --- altro
44083100,"4408 31 -- Dark Red Meranti, Light Red Meranti e Meranti Bakau"
44083111,"4408 31 11 --- incollato con giunture di testa, anche piallato o levigato"
44083121,4408 31 21 ---- piallato
44083125,4408 31 25 ---- levigato
44083130,4408 31 30 ---- altro
44083900,4408 39 -- altri
44083915,"--- Acajou d'Afrique, Limba, Mahogany (Swietenia spp.), Obéché, Okoumé, Palissandro di Para, Palissandro di Rio, Palissandro di Rosa, Sapelli, Sipo, Virola e White Lauan"
44083921,4408 39 21 ----- piallato
44083930,4408 39 30 ----- altro
44083955,"4408 39 55 ---- piallato; levigato; incollato con giunture di testa, anche piallato o levigato"
44083970,4408 39 70 ----- Tavolette destinate alla fabbricazione di matite
44083985,4408 39 85 ------ di spessore inferiore o uguale a 1 mm
44083995,4408 39 95 ------ di spessore superiore a 1 mm
44089000,4408 90 - altro
44089015,"4408 90 15 -- piallato; levigato; incollato con giunture di testa, anche piallato o levigato"
44089035,4408 90 35 --- Tavolette destinate alla fabbricazione di matite
44089085,4408 90 85 ---- di spessore inferiore o uguale a 1 mm
44089095,4408 90 95 ---- di spessore superiore a 1 mm
44090000,"4409 Legno (comprese le liste e le tavolette [parchetti] per pavimenti, non riunite) profilato (con incastri semplici, scanalato, sagomato a forma di battente, con limbelli, smussato, con incastri a V, con modanature, arrotondamenti o simili) lungo uno o più orli o superfici, anche piallato, levigato o incollato con giunture di testa"
44091000,4409 10 - di conifere
44091011,"4409 10 11 -- Liste e modanature di legno, per cornici per quadri, fotografie, specchi o articoli simili"
44091018,4409 10 18 -- altro
44092100,- diverso da quello di conifere
44092200,4409 22 00 -- di legno tropicale
44092900,4409 29 -- altro
44092910,"4409 29 10 --- Liste e modanature di legno, per cornici per quadri, fotografie, specchi o articoli simili"
44092991,"4409 29 91 ---- Liste e tavolette (parchetti) per pavimenti, non riunite"
44092999,4409 29 99 ---- altro
44100000,"4410 Pannelli di particelle, pannelli detti oriented strand board (OSB) e pannelli simili (per esempio: waferboard), di legno o di altre materie legnose, anche agglomerate con resine o altri leganti organici"
44101100,4410 11 -- Pannelli di particelle
44101110,4410 11 10 --- Non lavorati o semplicemente levigati (pannelli greggi)
44101130,4410 11 30 --- rivestiti in superficie con carta impregnata di melamina
44101150,4410 11 50 --- rivestiti sulle superfici con lastre o fogli decorativi stratificati in materia plastica
44101190,4410 11 90 --- altri
44101200,4410 12 -- Pannelli detti oriented strand board (OSB)
44101210,4410 12 10 --- Non lavorati o semplicemente levigati (pannelli greggi)
44101290,4410 12 90 --- altri
44101900,4410 19 00 -- altri
44109000,4410 90 00 - altri
44110000,"4411 Pannelli di fibre di legno o di altre materie legnose, anche agglomerate con resine o altri leganti organici"
44111200,- Pannelli di fibre di legno a media densità (detti MDF)
44111210,4411 12 10 --- non lavorati meccanicamente né ricoperti in superficie (pannelli greggi)
44111292,"4411 12 92 ---- con massa volumica superiore a 0,8 g/cm³ (HDF)"
44111294,"4411 12 94 ---- con massa volumica inferiore o uguale a 0,8 g/cm³"
44111300,4411 13 -- di spessore superiore a 5 mm ma inferiore o uguale a 9 mm
44111310,4411 13 10 --- non lavorati meccanicamente né ricoperti in superficie (pannelli greggi)
44111391,4411 13 91 ----- Rivestimenti laminati per pavimentazioni
44111393,4411 13 93 ----- altri
44111394,"4411 13 94 ---- con massa volumica inferiore o uguale a 0,8 g/cm³"
44111400,4411 14 -- di spessore superiore a 9 mm
44111410,4411 14 10 --- non lavorati meccanicamente né ricoperti in superficie (pannelli greggi)
44111491,4411 14 91 ----- rivestimenti laminati per pavimentazioni
44111493,4411 14 93 ----- altri
44111495,"4411 14 95 ---- con massa volumica superiore a 0,5 g/cm³ ma inferiore o uguale a 0,8 g/cm3"
44111497,"4411 14 97 ---- con massa volumica inferiore o uguale a 0,5 g/cm³"
44119200,"4411 92 -- con massa volumica superiore a 0,8 g/cm3"
44119210,4411 92 10 --- non lavorati meccanicamente né ricoperti in superficie (pannelli greggi)
44119290,4411 92 90 --- altri
44119300,"4411 93 00 -- con massa volumica superiore a 0,5 g/cm3 ma inferiore o uguale a 0,8 g/cm3"
44119400,"4411 94 -- con massa volumica inferiore o uguale a 0,5 g/cm3"
44119410,4411 94 10 --- non lavorati meccanicamente né ricoperti in superficie (pannelli greggi)
44119490,4411 94 90 --- altri
44120000,"4412 Legno compensato, legno impiallacciato e legno simile stratificato"
44121000,4412 10 00 - di bambù
44123100,"- altro legno compensato costituito esclusivamente da fogli di legno (diverso dal bambù), di cui ciascun foglio abbia uno spessore inferiore o uguale a 6 mm"
44123110,"4412 31 10 --- di Acajou d'Afrique, Dark Red Meranti, Light Red Meranti, Limba, Mahogany (Swietenia spp.), Obéché, Okoumé, Sapelli, Sipo, Palissandro di Para, Palissandro di Rio, Palissandro di Rosa, Virola o White Lauan"
44123190,4412 31 90 --- altro
44123300,"4412 33 -- altro, avente almeno uno strato esterno di legno diverso dalle conifere delle specie di ontano (Alnus spp.), frassino (Fraxinus spp.), faggio (Fagus spp.), betulla (Betula spp.), ciliegio (Prunus spp.), castagno (Castanea spp.), olmo (Ulmus spp.), eucalipto (Eucalyptus spp.), hickory (Carya spp.), ippocastano (Aesculus spp.), tiglio (Tilia spp.), acero (Acer spp.), quercia (Quercus spp.), platano (Platanus spp.), pioppo e pioppo tremulo (Populus spp.), robinia (Robinia spp.), tulipier o albero dei tulipani (Liriodendron spp.) o noce (Juglans spp.)"
44123310,4412 33 10 --- avente almeno uno strato esterno di betulla (Betula spp.)
44123320,"4412 33 20 --- senza strato esterno di betulla, ma avente almeno uno strato esterno di pioppo o pioppo tremulo (Populus spp.)"
44123330,"4412 33 30 --- senza strato esterno di betulla, pioppo o pioppo tremulo (Populus spp.), ma avente almeno uno strato esterno di eucalipto (Eucalyptus spp.)"
44123390,4412 33 90 --- altro
44123400,"4412 34 00 -- altro, avente almeno uno strato esterno di legno diverso dalle conifere di cui alla sottovoce 441233"
44123900,"4412 39 00 -- altro, con entrambi gli strati esterni di legno di conifere"
44124100,4412 41 -- avente almeno uno strato esterno di legno tropicale
44124191,4412 41 91 --- avente almeno uno strato esterno di legno diverso dalle conifere
44124199,4412 41 99 --- altro
44124200,"4412 42 00 -- altro, avente almeno uno strato esterno di legno diverso dalle conifere"
44124900,"4412 49 00 -- altro, con entrambi gli strati esterni di legno di conifere"
44125100,4412 51 -- avente almeno uno strato esterno di legno tropicale
44125110,4412 51 10 --- avente almeno uno strato esterno di legno diverso dalle conifere
44125190,4412 51 90 --- altro
44125200,"4412 52 00 -- altro, avente almeno uno strato esterno di legno diverso dalle conifere"
44125900,"4412 59 00 -- altro, con entrambi gli strati esterni di legno di conifere"
44129100,4412 91 -- avente almeno uno strato esterno di legno tropicale
44129110,4412 91 10 --- contenente almeno un pannello di particelle
44129191,4412 91 91 ---- avente almeno uno strato esterno di legno diverso dalle conifere
44129199,4412 91 99 ---- altro
44129200,"4412 92 -- altro, avente almeno uno strato esterno di legno diverso dalle conifere"
44129210,4412 92 10 --- contenente almeno un pannello di particelle
44129290,4412 92 90 --- altro
44129900,"4412 99 -- altro, con entrambi gli strati esterni di legno di conifere"
44129910,4412 99 10 --- contenente almeno un pannello di particelle
44129990,4412 99 90 --- altro
44130000,"4413 00 00 Legno detto addensato, in blocchi, tavole, listelli o profilati"
44140000,"4414 Cornici di legno per quadri, fotografie, specchi o articoli simili"
44141000,4414 10 - di legno tropicale
44141010,4414 10 10 -- di legno tropicale definito nella nota complementare 2 di questo capitolo
44141090,4414 10 90 -- altri
44149000,4414 90 00 - altri
44150000,"4415 Casse, cassette, gabbie, cilindri ed imballaggi simili, di legno; tamburi (rocchetti) per cavi, di legno; palette di carico, semplici, palette-casse ed altre piattaforme di carico, di legno; spalliere di palette di legno"
44151000,"4415 10 - Casse, cassette, gabbie, cilindri ed imballaggi simili; tamburi (rocchetti) per cavi"
44151010,"4415 10 10 -- Casse, cassette, gabbie, cilindri ed imballaggi simili"
44151090,4415 10 90 -- Tamburi (rocchetti) per cavi
44152000,"4415 20 - Palette di carico, semplici, palette-casse ed altre piattaforme di carico; spalliere di palette"
44152020,4415 20 20 -- Palette di carico semplici; spalliere di palette
44152090,4415 20 90 -- altre
44160000,"4416 00 00 Fusti, botti, tini ed altri lavori da bottaio e loro parti, di legno, compreso il legname da bottaio"
44170000,"4417 00 00 Utensili, montature e manici di utensili, montature di spazzole, manici di scope o di spazzole, di legno; forme, formini e tenditori per calzature, di legno"
44180000,"4418 Lavori di falegnameria e lavori di carpenteria per costruzioni, compresi i pannelli cellulari, i pannelli assemblati per pavimenti e le tavole di copertura (shingles e shakes), di legno"
44181100,"- Finestre, porte-finestre e loro intelaiature e stipiti"
44181900,4418 19 -- altri
44181950,4418 19 50 --- di conifere
44181990,4418 19 90 --- altri
44182100,"- Porte e loro intelaiature, stipiti e soglie"
44182110,4418 21 10 --- di legno tropicale definito nella nota complementare 2 di questo capitolo
44182190,4418 21 90 --- altri
44182900,4418 29 -- altri
44182950,4418 29 50 --- di conifere
44182980,4418 29 80 --- altri
44183000,4418 30 00 - Pali e travi diversi dai prodotti delle sottovoci da 441881 a 441889
44184000,4418 40 00 - Casseforme per gettate di calcestruzzo
44185000,4418 50 00 - Tavole di copertura (shingles e shakes)
44187300,4418 73 -- di bambù o con almeno lo strato superiore (strato di usura) di bambù
44187310,4418 73 10 --- per pavimenti a mosaico
44187390,4418 73 90 --- altri
44187400,"4418 74 00 -- altri, per pavimenti a mosaico"
44187500,"4418 75 00 -- altri, multistrato"
44187900,4418 79 00 -- altri
44188100,4418 81 00 -- Legno lamellare incollato (glulam)
44188200,4418 82 00 -- Legno lamellare a strati incrociati (CLT o X-Lam)
44188300,4418 83 00 -- Travi a I
44188900,4418 89 00 -- altri
44189100,4418 91 00 -- di bambù
44189200,4418 92 00 -- pannelli cellulari in legno
44189900,4418 99 00 -- altri
44190000,4419 Articoli di legno per la tavola o per la cucina
44191100,4419 11 00 -- Taglieri per il pane e altri taglieri
44191200,4419 12 00 -- Bacchette
44191900,4419 19 00 -- altri
44192000,4419 20 - di legno tropicale
44192010,4419 20 10 -- di legno tropicale definito nella nota complementare 2 di questo capitolo
44192090,4419 20 90 -- altri
44199000,4419 90 00 - altri
44200000,"4420 Legno intarsiato e legno incrostato; cofanetti, scrigni e astucci per gioielli, per oggetti di oreficeria e lavori simili, di legno; statuette e altri oggetti ornamentali, di legno; oggetti di arredamento, di legno, che non rientrano nel capitolo 94"
44201100,- Statuette e altri oggetti ornamentali
44201110,4420 11 10 --- di legno tropicale definito nella nota complementare 2 di questo capitolo
44201190,4420 11 90 --- altri
44201900,4420 19 00 -- altri
44209000,4420 90 - altri
44209010,4420 90 10 -- Legno intarsiato e legno incrostato
44209091,4420 90 91 --- di legno tropicale definito nella nota complementare 2 di questo capitolo
44209099,4420 90 99 --- altri
44210000,4421 Altri lavori di legno
44211000,4421 10 00 - Grucce per indumenti
44212000,4421 20 - Bare
44212010,4421 20 10 -- di pannelli di fibre
44212090,4421 20 90 -- altri
44219100,4421 91 00 -- di bambù
44219900,4421 99 -- altri
44219910,4421 99 10 --- di pannelli di fibre
44219999,4421 99 99 --- altri
45002100,CAPITOLO 45 - SUGHERO E LAVORI DI SUGHERO
45010000,"4501 Sughero naturale greggio o semplicemente preparato; cascami di sughero; sughero frantumato, granulato o polverizzato"
45011000,4501 10 00 - Sughero naturale greggio o semplicemente preparato
45019000,4501 90 00 - altri
45020000,"4502 00 00 Sughero naturale, scrostato o semplicemente squadrato, o in cubi, lastre, fogli o strisce di forma quadrata o rettangolare (compresi gli sbozzi a spigoli vivi per turaccioli)"
45030000,4503 Lavori di sughero naturale
45031000,4503 10 - Turaccioli
45031010,4503 10 10 -- cilindrici
45031090,4503 10 90 -- altri
45039000,4503 90 00 - altri
45040000,4504 Sughero agglomerato (con o senza legante) e lavori di sughero agglomerato
45041000,"4504 10 - Cubi, mattoni, lastre, fogli e strisce, quadrelli (mattonelle), di qualsiasi forma; cilindri pieni, compresi i dischi"
45041011,"4504 10 11 --- per vini spumanti, anche con guarnizione di sughero naturale"
45041019,4504 10 19 --- altri
45041091,4504 10 91 --- con legante
45041099,4504 10 99 --- altri
45049000,4504 90 - altri
45049020,4504 90 20 -- Turaccioli
45049080,4504 90 80 -- altri
46002100,"CAPITOLO 46 - LAVORI DI INTRECCIO, DA PANIERAIO O DA STUOIAIO"
46010000,"4601 Trecce e manufatti simili di materiale da intreccio, anche riuniti in strisce; materiale da intreccio, trecce e manufatti simili di materiale da intreccio, tessuti o parallelizzati, piatti, anche finiti (per esempio: stuoie, impagliature e graticci)"
46012100,"- Stuoie, impagliature e graticci di materiali vegetali"
46012110,4601 21 10 --- confezionati con trecce e manufatti simili di materiale da intreccio
46012190,4601 21 90 --- altri
46012200,4601 22 -- di canne d'India
46012210,4601 22 10 --- confezionati con trecce e manufatti simili di materiale da intreccio
46012290,4601 22 90 --- altri
46012900,4601 29 -- altri
46012910,4601 29 10 --- confezionati con trecce e manufatti simili di materiale da intreccio
46012990,4601 29 90 --- altri
46019200,4601 92 -- di bambù
46019205,"4601 92 05 --- Trecce e manufatti simili di materiale da intreccio, anche riuniti in strisce"
46019210,4601 92 10 ---- confezionati con trecce e manufatti simili di materiale da intreccio
46019290,4601 92 90 ---- altri
46019300,4601 93 -- di canne d'India
46019305,"4601 93 05 --- Trecce e manufatti simili di materiale da intreccio, anche riuniti in strisce"
46019310,4601 93 10 ---- confezionati con trecce e manufatti simili di materiale da intreccio
46019390,4601 93 90 ---- altri
46019400,4601 94 -- di materiali vegetali
46019405,"4601 94 05 --- Trecce e manufatti simili di materiale da intreccio, anche riuniti in strisce"
46019410,4601 94 10 ---- confezionati con trecce e manufatti simili di materiale da intreccio
46019490,4601 94 90 ---- altri
46019900,4601 99 -- altri
46019905,"4601 99 05 --- Trecce e manufatti simili di materiale da intreccio, anche riuniti in strisce"
46019910,4601 99 10 ---- confezionati con trecce e manufatti simili di materiale da intreccio
46019990,4601 99 90 ---- altri
46020000,4602 Lavori da panieraio ottenuti direttamente nella loro forma da materiale da intreccio oppure confezionati con manufatti della voce 4601; lavori di luffa
46021100,- di materiali vegetali
46021200,4602 12 00 -- di canne d'India
46021900,4602 19 -- altri
46021910,4602 19 10 --- Impagliature per bottiglie che servono da imballaggio o da protezione
46021990,4602 19 90 --- altri
46029000,4602 90 00 - altri
