CN_Code,Description
03024510,0302 45 10 --- Sugarelli o suri (Trachurus trachurus)
03024530,0302 45 30 --- Sugarelli inca o del Pacifico (Trachurus murphyi)
03024590,0302 45 90 --- altri
03024600,0302 46 00 -- Cobia (Rachycentron canadum)
03024700,0302 47 00 -- Pesce spada (Xiphias gladius)
03024900,0302 49 -- altri
03024911,0302 49 11 ---- destinati alla fabbricazione industriale di prodotti della voce 1604
03024919,0302 49 19 ---- altri
03024990,0302 49 90 --- altri
03025100,"- Pesci delle famiglie Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae e Muraenolepididae, escluse le frattaglie di pesce commestibili delle sottovoci da 030291 a 030299"
03025110,0302 51 10 --- della specie Gadus morhua
03025190,0302 51 90 --- altri
03025200,0302 52 00 -- Eglefini (Melanogrammus aeglefinus)
03025300,0302 53 00 -- Merluzzi carbonari (Pollachius virens)
03025400,"0302 54 -- Naselli (Merluccius spp., Urophycis spp.)"
03025411,0302 54 11 ---- Naselli del Capo (Merluccius capensis) e naselli della specie Merluccius paradoxus
03025415,0302 54 15 ---- Naselli della specie Merluccius australis
03025419,0302 54 19 ---- altri
03025490,0302 54 90 --- Naselli del genere Urophycis
03025500,0302 55 00 -- Merluzzi dell'Alaska (Theragra chalcogramma)
03025600,"0302 56 00 -- Melù e melù australe (Micromesistius poutassou, Micromesistius australis)"
03025900,0302 59 -- altri
03025910,0302 59 10 --- Merluzzi artici (Boreogadus saida)
03025920,0302 59 20 --- Merlani (Merlangius merlangus)
03025930,0302 59 30 --- Merluzzi gialli (Pollachius pollachius)
03025940,0302 59 40 --- Molve (Molva spp.)
03025990,0302 59 90 --- altri
03027100,"- Tilapia (Oreochromis spp.), pesci gatto (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carpe (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), anguille (Anguilla spp.), persico africano (Lates niloticus) e pesci testa di serpente (Channa spp.), escluse le frattaglie di pesce commestibili delle sottovoci da 030291 a 030299"
03027200,"0302 72 00 -- Pesci gatto (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)"
03027300,"0302 73 00 -- Carpe (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.)"
03027400,0302 74 00 -- Anguille (Anguilla spp.)
03027900,0302 79 00 -- altri
03028100,"- Altri pesci, escluse le frattaglie di pesce commestibili delle sottovoci da 030291 a 030299"
03028115,0302 81 15 --- Spinaroli (Squalus acanthias) e gattucci (Scyliorhinus spp.)
03028130,0302 81 30 --- Smeriglio (Lamna nasus)
03028140,0302 81 40 --- Verdesche (Prionace glauca)
03028150,0302 81 50 --- Squalo Mako (Isurus Oxyrinchus)
03028170,0302 81 70 --- altri
03028200,0302 82 00 -- Razze (Rajidae)
03028300,0302 83 00 -- Austromerluzzi (Dissostichus spp.)
03028400,0302 84 -- Spigole (Dicentrarchus spp.)
03028410,0302 84 10 --- Spigole (Dicentrarchus labrax)
03028490,0302 84 90 --- altri
03028500,0302 85 -- Dentici (Sparidae)
03028510,0302 85 10 --- Orate di mare delle specie Dentex dentex e Pagellus spp.
03028530,0302 85 30 --- Orate (Sparus aurata)
03028590,0302 85 90 --- altri
03028900,0302 89 -- altri
03028910,0302 89 10 --- di acqua dolce
03028921,"---- Pesci del genere Euthynnus, esclusi i tonnetti (Euthynnus affinis) compresi nella sottovoce 030249"
03028929,0302 89 29 ----- altri
03028931,0302 89 31 ----- della specie Sebastes marinus
03028939,0302 89 39 ----- altri
03028940,0302 89 40 ---- Pesci castagna (Brama spp.)
03028950,0302 89 50 ---- Rane pescatrici (Lophius spp.)
03028960,0302 89 60 ---- Abadeci (Genypterus blacodes)
03028990,0302 89 90 ---- altri
03029100,"- Fegati, uova, lattimi, pinne dei pesci, teste, code, vescica natatoria e altre frattaglie di pesce commestibili"
03029200,0302 92 00 -- Pinne di squalo
03029900,0302 99 00 -- altri
03030000,"0303 Pesci congelati, esclusi i filetti e altre carni di pesci della voce 0304"
03031100,"- Salmonidi, escluse le frattaglie di pesce commestibili delle sottovoci da 030391 a 030399"
03031200,"0303 12 00 -- Altri salmoni del Pacifico (Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytsha, Oncorhynchus kisutch, Oncorhynchus masou e Oncorhynchus rhodurus)"
03031300,0303 13 00 -- Salmoni dell'Atlantico (Salmo salar) e salmoni del Danubio (Hucho hucho)
03031400,"0303 14 -- Trote (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache e Oncorhynchus chrysogaster)"
03031410,0303 14 10 --- delle specie Oncorhynchus apache e Oncorhynchus chrysogaster
03031420,"0303 14 20 --- della specie Oncorhynchus mykiss, con testa e branchie, senza visceri, di peso superiore a 1,2 kg per pezzo o decapitate, senza branchie, senza visceri, di peso superiore a 1 kg per pezzo"
03031490,0303 14 90 --- altri
03031900,0303 19 00 -- altri
03032300,"- Tilapia (Oreochromis spp.), pesci gatto (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carpe (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), anguille (Anguilla spp.), persico africano (Lates niloticus) e pesci testa di serpente (Channa spp.), escluse le frattaglie di pesce commestibili delle sottovoci da 030391 a 030399"
03032400,"0303 24 00 -- Pesci gatto (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)"
03032500,"0303 25 00 -- Carpe (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.)"
03032600,0303 26 00 -- Anguille (Anguilla spp.)
03032900,0303 29 00 -- altri
03033100,"- Pesci di forma appiattita (pleuronettidi, botidi, cinoglossidi, soleidi, scoftalamidi e citaridi), escluse le frattaglie di pesce commestibili delle sottovoci da 030391 a 030399"
03033110,0303 31 10 --- Ippoglossi neri (Reinhardtius hippoglossoides)
03033130,0303 31 30 --- Ippoglossi dell'Atlantico (Hippoglossus hippoglossus)
03033190,0303 31 90 --- Ippoglossi del Pacifico (Hippoglossus stenolepis)
03033200,0303 32 00 -- Passere di mare (Pleuronectes platessa)
03033300,0303 33 00 -- Sogliole (Solea spp.)
03033400,0303 34 00 -- Rombi (Psetta maxima)
03033900,0303 39 -- altri
03033910,0303 39 10 --- Passere artiche (Platichthys flesus)
03033930,0303 39 30 --- Pesci del genere Rhombosolea
03033950,0303 39 50 --- Pesci delle specie Pelotreis flavilatus o Peltorhamphus novaezelandiae
03033985,0303 39 85 --- altri
03034100,"- Tonni (del genere Thunnus), tonnetti striati (Katsuwonus pelamis), escluse le frattaglie di pesce commestibili delle sottovoci da 030391 a 030399"
03034110,0303 41 10 --- destinati alla fabbricazione industriale di prodotti della voce 1604
03034190,0303 41 90 --- altri
03034200,0303 42 -- Tonni albacora (Thunnus albacares)
03034220,0303 42 20 --- destinati alla fabbricazione industriale di prodotti della voce 1604
03034290,0303 42 90 --- altri
03034300,0303 43 -- Tonnetti striati (Katsuwonus pelamis)
03034310,0303 43 10 --- destinati alla fabbricazione industriale di prodotti della voce 1604
03034390,0303 43 90 --- altri
03034400,0303 44 -- Tonni obesi (Thunnus obesus)
03034410,0303 44 10 --- destinati alla fabbricazione industriale di prodotti della voce 1604
03034490,0303 44 90 --- altri
03034500,"0303 45 -- Tonni rossi dell'Atlantico e del Pacifico (Thunnus thynnus, Thunnus orientalis)"
03034512,0303 45 12 ---- destinati alla fabbricazione industriale di prodotti della voce 1604
03034518,0303 45 18 ---- altri
03034591,0303 45 91 ---- destinati alla fabbricazione industriale di prodotti della voce 1604
03034599,0303 45 99 ---- altri
03034600,0303 46 -- Tonni rossi del sud (Thunnus maccoyii)
03034610,0303 46 10 --- destinati alla fabbricazione industriale di prodotti della voce 1604
03034690,0303 46 90 --- altri
03034900,0303 49 -- altri
03034920,0303 49 20 --- destinati alla fabbricazione industriale di prodotti della voce 1604
03034985,0303 49 85 --- altri
03035100,"- Aringhe (Clupea harengus, Clupea pallasii), acciughe (Engraulis spp.), sardine (Sardina pilchardus, Sardinops spp.), alacce (Sardinella spp.), spratti (Sprattus sprattus), sgombri (Scomber scombrus, Scomber australasicus, Scomber japonicus), sgombri indiani (Rastrelliger spp.), maccarelli reali (Scomberomorus spp), suri e sugarelli (Trachurus spp.), carangi (Caranx spp.), cobia (Rachycentron canadum), pampi argentei (Pampus spp.), costardella saira (Cololabis saira), sugarotti (Decapterus spp.), capelin (Mallotus villosus), pesci spada (Xiphias gladius), tonnetti (Euthynnus affinis), boniti (Sarda spp.), marlin, pesci vela e pesci lancia (Istiophoridae), escluse le frattaglie di pesce commestibili delle sottovoci da 030391 a 030399"
03035300,"0303 53 -- Sardine (Sardina pilchardus, Sardinops spp.), alacce (Sardinella spp.), spratti (Sprattus sprattus)"
03035310,0303 53 10 --- Sardine della specie Sardina pilchardus
03035330,0303 53 30 --- Sardine del genere Sardinops; alacce (Sardinella spp.)
03035390,0303 53 90 --- Spratti (Sprattus sprattus)
03035400,"0303 54 -- Sgombri (Scomber scombrus, Scomber australasicus, Scomber japonicus)"
03035410,0303 54 10 --- delle specie Scomber scombrus o Scomber japonicus
03035490,0303 54 90 --- della specie Scomber australasicus
03035500,0303 55 -- Suri e sugarelli (Trachurusspp.)
03035510,0303 55 10 --- Sugarelli o suri (Trachurus trachurus)
03035530,0303 55 30 --- Sugarelli inca o del Pacifico (Trachurus murphyi)
03035590,0303 55 90 --- altri
03035600,0303 56 00 -- Cobia (Rachycentron canadum)
03035700,0303 57 00 -- Pesce spada (Xiphias gladius)
03035900,0303 59 -- altri
03035910,0303 59 10 --- Acciughe (Engraulis spp.)
03035921,0303 59 21 ---- destinati alla fabbricazione industriale di prodotti della voce 1604
03035929,0303 59 29 ---- altri
03035990,0303 59 90 --- altri
03036300,"- Pesci delle famiglie Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae e Muraenolepididae, escluse le frattaglie di pesce commestibili delle sottovoci da 030391 a 030399"
03036310,0303 63 10 --- della specie Gadus morhua
03036330,0303 63 30 --- della specie Gadus ogac
03036390,0303 63 90 --- della specie Gadus macrocephalus
03036400,0303 64 00 -- Eglefini (Melanogrammus aeglefinus)
03036500,0303 65 00 -- Merluzzi carbonari (Pollachius virens)
03036600,"0303 66 -- Naselli (Merluccius spp., Urophycis spp.)"
03036611,0303 66 11 ---- Naselli del Capo (Merluccius capensis) e naselli della specie Merluccius paradoxus
03036612,0303 66 12 ---- Naselli della specie Merluccius hubbsi
03036613,0303 66 13 ---- Naselli della specie Merluccius australis
03036619,0303 66 19 ---- altri
03036690,0303 66 90 --- Naselli del genere Urophycis
03036700,0303 67 00 -- Merluzzi dell'Alaska (Theragra chalcogramma)
03036800,"0303 68 -- Melù e melù australe (Micromesistius poutassou, Micromesistius australis)"
03036810,0303 68 10 --- Melù o potassolo (Micromesistius poutassou)
03036890,0303 68 90 --- Melù australe (Micromesistius australis)
03036900,0303 69 -- altri
03036910,0303 69 10 --- Merluzzi artici (Boreogadus saida)
03036930,0303 69 30 --- Merlani (Merlangius merlangus)
03036950,0303 69 50 --- Merluzzi gialli (Pollachius pollachius)
03036970,0303 69 70 --- Merluzzi granatieri (Macruronus novaezelandiae)
03036980,0303 69 80 --- Molve (Molva spp.)
03036990,0303 69 90 --- altri
03038100,"- Altri pesci, escluse le frattaglie di pesce commestibili delle sottovoci da 030391 a 030399"
03038115,0303 81 15 --- Spinaroli (Squalus acanthias) e gattucci (Scyliorhinus spp.)
03038130,0303 81 30 --- Smeriglio (Lamna nasus)
03038140,0303 81 40 --- Verdesche (Prionace glauca)
03038150,0303 81 50 --- Squalo Mako (Isurus Oxyrinchus)
03038180,0303 81 80 --- altri
03038200,0303 82 00 -- Razze (Rajidae)
03038300,0303 83 00 -- Austromerluzzi (Dissostichus spp.)
03038400,0303 84 -- Spigole (Dicentrarchus spp.)
03038410,0303 84 10 --- Spigole (Dicentrarchus labrax)
03038490,0303 84 90 --- altri
03038900,0303 89 -- altri
03038910,0303 89 10 --- di acqua dolce
03038921,"---- Pesci del genere Euthynnus, esclusi i tonnetti (Euthynnus affinis) compresi nella sottovoce 030359"
03038929,0303 89 29 ----- altri
03038931,0303 89 31 ----- della specie Sebastes marinus
03038939,0303 89 39 ----- altri
03038940,0303 89 40 ---- Pesci della specie Orcynopsis unicolor
03038950,0303 89 50 ---- Orate di mare delle specie Dentex dentex e Pagellus spp.
03038955,0303 89 55 ---- Orate (Sparus aurata)
03038960,0303 89 60 ---- Pesci castagna (Brama spp.)
03038965,0303 89 65 ---- Rane pescatrici (Lophius spp.)
03038970,0303 89 70 ---- Abadeci (Genypterus blacodes)
03038990,0303 89 90 ---- altri
03039100,"- Fegati, uova, lattimi, pinne dei pesci, teste, code, vescica natatoria e altre frattaglie di pesce commestibili"
03039110,"0303 91 10 --- Uova e lattimi di pesce, destinati alla produzione di acido desossiribonucleico o di solfato di protamina"
03039190,0303 91 90 --- altri
03039200,0303 92 -- Pinne di squalo
03039215,0303 92 15 --- Spinaroli (Squalus acanthias) e gattucci (Scyliorhinus spp.)
03039230,0303 92 30 --- Smeriglio (Lamna nasus)
03039240,0303 92 40 --- Verdesche (Prionace glauca)
03039250,0303 92 50 --- Squalo Mako (Isurus Oxyrinchus)
03039290,0303 92 90 --- altri
03039900,0303 99 00 -- altri
03040000,"0304 Filetti di pesci ed altra carne di pesci (anche tritata), freschi, refrigerati o congelati"
03043100,"- Filetti, freschi o refrigerati, di tilapia (Oreochromis spp.), pesci gatto (Pangasius spp., Silurusspp., Clarias spp., Ictalurus spp.), carpe (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), anguille (Anguilla spp.), persico africano (Lates niloticus) e pesci testa di serpente (Channa spp.)"
03043200,"0304 32 00 -- Pesci gatto (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)"
03043300,0304 33 00 -- Persico africano (Lates niloticus)
03043900,0304 39 00 -- altri
03044100,"0304 41 00 -- Salmoni del Pacifico (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou e Oncorhynchus rhodurus), salmoni dell'Atlantico (Salmo salar) e salmoni del Danubio (Hucho hucho)"
03044200,"0304 42 -- Trote (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache e Oncorhynchus chrysogaster)"
03044210,0304 42 10 --- della specie Oncorhynchus mykiss di peso superiore a 400 g per pezzo
03044250,0304 42 50 --- delle specie Oncorhynchus apache e Oncorhynchus chrysogaster
03044290,0304 42 90 --- altri
03044300,"0304 43 00 -- Pesci di forma appiattita (Pleuronettidi, Botidi, Cinoglossidi, Soleidi, Scoftalamidi e Citaridi)"
03044400,"0304 44 -- Pesci delle famiglie Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae e Muraenolepididae"
03044410,"0304 44 10 --- Merluzzi bianchi (Gadus morhua, Gadus ogac, Gadus macrocephalus) e merluzzi artici (Boreogadus saida)"
03044430,0304 44 30 --- Merluzzi carbonari (Pollachius virens)
03044490,0304 44 90 --- altri
03044500,0304 45 00 -- Pesci spada (Xiphias gladius)
03044600,0304 46 00 -- Austromerluzzi (Dissostichus spp.)
03044700,0304 47 -- Pescecane e altri squali
03044710,0304 47 10 --- Spinaroli (Squalus acanthias) e gattucci (Scyliorhinus spp.)
03044720,0304 47 20 --- Smeriglio (Lamna nasus)
03044730,0304 47 30 --- Verdesche (Prionace glauca)
03044790,0304 47 90 --- altri
03044800,0304 48 00 -- Razze e arzille (Rajidae)
03044900,0304 49 -- altri
03044910,0304 49 10 --- di acqua dolce
03044950,0304 49 50 ---- Scorfani (Sebastes spp.)
03044990,0304 49 90 ---- altri
03045100,"0304 51 00 -- Tilapia (Oreochromis spp.), pesci gatto (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carpe (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), anguille (Anguilla spp.), persico africano (Lates niloticus) e pesci testa di serpente (Channa spp.)"
03045200,0304 52 00 -- Salmonidi
03045300,"0304 53 00 -- Pesci delle famiglie Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae e Muraenolepididae"
03045400,0304 54 00 -- Pesci spada (Xiphias gladius)
03045500,0304 55 00 -- Austromerluzzi (Dissostichus spp.)
03045600,0304 56 -- Pescecane e altri squali
03045610,0304 56 10 --- Spinaroli (Squalus acanthias) e gattucci (Scyliorhinus spp.)
03045620,0304 56 20 --- Smeriglio (Lamna nasus)
03045630,0304 56 30 --- Verdesche (Prionace glauca)
03045690,0304 56 90 --- altri
03045700,0304 57 00 -- Razze e arzille (Rajidae)
03045900,0304 59 -- altri
03045910,0304 59 10 --- di acqua dolce
