Installation ID,Permit ID,Operator,Installation name,Address,Allocations,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Allocation total (per installation) ,Unnamed: 11,Lat,Lon
IT-720,IT-A-1067,PARMALAT SPA,PARMALAT LODI,"VIA ORESTE GRASSI, 26 - 43044 - COLLECCHIO (PR)",13201.0,13201.0,13201.0,13201.0,13201.0,66005.0,,44.7532397,10.213763
IT-721,IT-A-1068,Favini S.r.l.,Stabilimento di Crusinallo,"Via Alcide De Gasperi, 26 - 36028 - ROSSANO VENETO (VI)",20702.0,20702.0,20702.0,20702.0,20702.0,103510.0,,45.7052727,11.7997866
IT-722,IT-A-1070,BOSCHI FOOD & BEVERAGE SpA,BOSCHI FONTANELLATO,"VIA GHIARA, 24 - 43012 - FONTANELLATO (PR)",25552.0,25552.0,25552.0,25552.0,25552.0,127760.0,,44.8734886,10.1933558
IT-723,IT-A-1080,FORONI SPA,FORONI SPA,"Ambrogio Colombo, 285 - 21055 - GORLA MINORE (VA)",9596.0,9596.0,9596.0,9596.0,9596.0,47980.0,,45.6375394,8.9036438
IT-724,IT-A-1082,ACCIAIERIA DI RUBIERA SPA,ACCIAIERIA DI RUBIERA SPA,"VIA S. CATALDO, 115 - 41100 - MODENA (MO)",17534.0,17534.0,17534.0,17534.0,17534.0,87670.0,,44.6499745,10.9162619
IT-725,IT-A-1085,SPA EGIDIO GALBANI,SPA EGIDIO GALBANI STABILIMENTO DI MELZO,"TOGLIATTI, 8 - 20066 - MELZO (MI)",12759.0,12759.0,12759.0,12759.0,12759.0,63795.0,,45.4928395,9.4110311
IT-726,IT-A-1086,SPA EGIDIO GALBANI,STABILIMENTO DI CASALE CREMASCO,"TOGLIATTI, 8 - 20066 - MELZO (MI)",22894.0,22894.0,22894.0,22894.0,22894.0,114470.0,,45.4928395,9.4110311
IT-727,IT-A-1089,Georgia-Pacific Italia s.r.l.,Cartiera di Avigliano,"Via Boccardo, 1 - 16100 - GENOVA (GE)",4741.0,4741.0,4741.0,4741.0,4741.0,23705.0,,44.4066364,8.9351044
IT-728,IT-A-1091,GLAXOSMITHKLINE SPA,GLAXOSMITHKLINE SPA,"VIA A. FLEMING, 2 - 37100 - VERONA (VR)",13011.0,13011.0,13011.0,13011.0,13011.0,65055.0,,45.4424977,10.9857377
IT-730,IT-A-1093,HEINEKEN ITALIA S.p.A.,HEINEKEN ITALIA S.p.A. stabiimento di COMUN NUOVO,"LOCALITA' AUTOPORTO, 11 - 11020 - POLLEIN (AO)",9362.0,9362.0,9362.0,9362.0,9362.0,46810.0,,45.7353183,7.367271
IT-733,IT-A-1099,IDROBLINS S.r.l.,IDROBLINS S.r.l.,"C.so XXI Aprile, 43 - 13040 - CROVA (VC)",6743.0,6743.0,6743.0,6743.0,6743.0,33715.0,,45.3294074,8.2140747
IT-734,IT-A-1110,LATTERIA SORESINA SOCIETA' COOPERATIVA AGRICOLA,PRODUZIONE VAPORE,"VIA DEI MILLE, 13/17 - 26015 - SORESINA (CR)",9626.0,9626.0,9626.0,9626.0,9626.0,48130.0,,45.2854979,9.8629992
IT-735,IT-A-1116,SERVIZI PORTO MARGHERA S.c a r.l.,Impianto di termodistruzione a letto fluido per rifiuti liquidi pericolosi e non pericolosi BE 551/A,"VIA DELLA CHIMICA, 5 - 30175 - VENEZIA (VE)",37314.0,37314.0,37314.0,37314.0,37314.0,186570.0,,45.450228,12.2259016
IT-738,IT-A-1119,OLIFER- ACP SPA STABILIMENTO DI CIVIDATE AL PIANO,OLIFER- ACP SPA STABILIMENTO DI CIVIDATE AL PIANO,"LOCALITA' MOTTA ALTA, 14 - 24050 - CIVIDATE AL PIANO (BG)",9338.0,9338.0,9338.0,9338.0,9338.0,46690.0,,45.554879,9.83096
IT-739,IT-A-1120,Micron Technology Italia srl,Micron Technology Italia srl,"Via Pacinotti, 7 - 67051 - AVEZZANO (AQ)",73565.0,73565.0,73565.0,73565.0,73565.0,367825.0,,41.9908572,13.4328464
IT-740,IT-A-1121,MINERMIX S.R.L.,MINERMIX S.R.L.,"C.DA MATARANO, 3/A - 72015 - FASANO (BR)",128397.0,128397.0,128397.0,128397.0,128397.0,641985.0,,40.834432,17.358399
IT-741,IT-A-1122,MINERMIX S.R.L.,MINERMIX S.R.L.,"C.DA MATARANO, 3/A - 72015 - FASANO (BR)",51205.0,51205.0,51205.0,51205.0,51205.0,256025.0,,40.834432,17.358399
IT-742,IT-A-1123,Mondi Cartonstrong srl,Mondi Cartonstrong srl,"Baradello, 15 - 20052 - MONZA (MI)",33202.0,33202.0,33202.0,33202.0,33202.0,166010.0,,45.5812527,9.2385084
IT-744,IT-A-1131,RDB TERRECOTTE SRL,STABILIMENTO DI BORGONOVO,"DELL'EDILIZIA, 1 - 29010 - PONTENURE (PC)",15307.0,15307.0,15307.0,15307.0,15307.0,76535.0,,44.9992666,9.7884285
IT-746,IT-A-1133,TERRECOTTE SRL,STABILIMENTO DI CAMPAGNA,"VIA S. ROCCO, 45 - 71036 - LUCERA (FG)",14274.0,14274.0,14274.0,14274.0,14274.0,71370.0,,41.5047309,15.3305813
IT-747,IT-A-1134,TERRECOTTE SRL,STABILIMENTO OLIVETO CITRA,"VIA S. ROCCO, 45 - 71036 - LUCERA (FG)",8578.0,8578.0,8578.0,8578.0,8578.0,42890.0,,41.5047309,15.3305813
IT-748,IT-A-1135,REA Dalmine SpA,Termovalorizzatore di rifiuti urbani e speciali non pericolosi.,"VIA DOSSI, SNC - 24044 - DALMINE (BG)",5686.0,5686.0,5686.0,5686.0,5686.0,28430.0,,45.6472193,9.6019202
IT-749,IT-A-1136,RENO DE MEDICI SPA,RENO DE MEDICI SPA STABILIMENTO DI MAGENTA,"VIA GIACOMO DE MEDICI, 39 - 20013 - MAGENTA (MI)",3059.0,3059.0,3059.0,3059.0,3059.0,15295.0,,45.4613289,8.8534526
IT-750,IT-A-1137,Reno de Medici Spa,Cartiera Reno de Medici Stabilimneto di Santa Giustina,"Via dei Bossi, 4 - 20121 - MILANO (MI)",66527.0,66527.0,66527.0,66527.0,66527.0,332635.0,,45.4675456,9.1865321
IT-751,IT-A-1138,CAVIRO SOC COOP AGRICOLA,CAVIRO DISTILLERIE SRL,"CONVERTITE, 12 - 48018 - FAENZA (RA)",24162.0,24162.0,24162.0,24162.0,24162.0,120810.0,,44.3091752,11.866245
IT-752,IT-A-1141,ROSEN Rosignano Energia S.p.A.,ROSEN Rosignano Energia S.p.A.,"Piave, 6 - 57016 - ROSIGNANO MARITTIMO (LI)",362071.0,362071.0,362071.0,362071.0,362071.0,1810355.0,,43.3877066,10.4455927
IT-753,IT-A-1142,S. GIULIANO S.R.L.,S. GIULIANO S.R.L.,"VIA CASTELLANA, 90 - 31036 - ISTRANA (TV)",10842.0,10842.0,10842.0,10842.0,10842.0,54210.0,,45.6562021,12.0938251
IT-754,IT-A-1145,S.E.F. S.r.l.,S.E.F. S.r.l. - Società EniPower Ferrara - Stabilimento di Ferrara,"Piazza Vanoni, 1 - 20097 - SAN DONATO MILANESE (MI)",361518.0,361518.0,361518.0,361518.0,361518.0,1807590.0,,45.4232694,9.255285
IT-756,IT-A-1149,SAINT GOBAIN ISOVER ITALIA SPA,SAINT GOBAIN ISOVER ITALIA SPA,"ETTORE ROMAGNOLI, 6 - 20100 - MILANO (MI)",16849.0,16849.0,16849.0,16849.0,16849.0,84245.0,,45.4550408,9.1470589
IT-757,IT-A-1150,San Marco Bioenergie,Centrale elettrica a biomasse di Bando d'Argenta,"Via S. Andrea, 19 - 20121 - MILANO (MI)",3985.0,3985.0,3985.0,3985.0,3985.0,19925.0,,45.5494425,9.3364112
IT-758,IT-A-1152,SANPELLEGRINO SPA,STABILIMENTO SANPELLEGRINO,"v. Ludovico il Moro, 35 - 20143 - MILANO (MI)",11237.0,11237.0,11237.0,11237.0,11237.0,56185.0,,45.5324816,9.0287805
IT-759,IT-A-1153,SASOL ITALY SPA,SASOL ITALY - STABILIMENTO DI AUGUSTA,"CERVINIANO, 29 - 95100 - CATANIA (CT)",602012.0,602012.0,602012.0,602012.0,602012.0,3010060.0,,37.5023612,15.0873718
IT-760,IT-A-1154,SCA HYGIENE PRODUCTS S.P.A.,SCA HYGIENE PRODUCTS S.P.A. PRATOVECCHIO,"VIA DELLA MADONNINA, 37 - 55012 - CAPANNORI (LU)",14626.0,14626.0,14626.0,14626.0,14626.0,73130.0,,43.8494017,10.5597753
IT-761,IT-A-1155,SCA HYGIENE PRODUCTS,SCA HYGIENE PRODUCTS STABILIMENTO DI COLLODI,"DELLA MADONNINA, 37 - 55102 - CAPANNORI (LU)",12823.0,12823.0,12823.0,12823.0,12823.0,64115.0,,43.8494017,10.5597753
IT-763,IT-A-1158,BG ITALIA POWER SPA,CENTRALE DI COGENERAZIONE SERENE DI TERMOLI,"PIAZZA CAVOUR, 2 - 20121 - MILANO (MI)",62815.0,62815.0,62815.0,62815.0,116245.0,367505.0,,45.4723697,9.1956475
IT-764,IT-A-1160,S.p.A. SICULO EMILIANA PER LA PRODUZIONE DI CARTA E CARTONE S.A.C.C.A.,S.p.A. SICULO EMILIANA PER LA PRODUZIONE DI CARTA E CARTONE S.A.C.C.A.,"Pasteria, 17/19 - 95011 - CALATABIANO (CT)",6216.0,6216.0,6216.0,6216.0,6216.0,31080.0,,37.8089829,15.2282926
IT-767,IT-A-1164,SIRAM SPA,TRELLEBORG,"Via BISCEGLIE, 95 - 20152 - MILANO (MI)",15247.0,15247.0,15247.0,15247.0,15247.0,76235.0,,45.4480481,9.1203699
IT-768,IT-A-1165,SIRAM SPA,CARTIERE PAOLO PIGNA,"Via BISCEGLIE, 95 - 20152 - MILANO (MI)",40421.0,40421.0,40421.0,40421.0,40421.0,202105.0,,45.4480481,9.1203699
IT-769,IT-A-1166,SIRAM SPA,MANULI FILM,"Via BISCEGLIE, 95 - 20152 - MILANO (MI)",43492.0,43492.0,43492.0,43492.0,43492.0,217460.0,,45.4480481,9.1203699
IT-770,IT-A-1167,SIRAM SPA,FILLATTICE,"Via BISCEGLIE, 95 - 20152 - MILANO (MI)",42708.0,42708.0,42708.0,42708.0,42708.0,213540.0,,45.4480481,9.1203699
IT-771,IT-A-1168,SIRAM SPA,Policlinico Le Scotte - Siena,"BISCEGLIE, 95 - 20152 - MILANO (MI)",11150.0,11150.0,11150.0,11150.0,11150.0,55750.0,,45.4480481,9.1203699
IT-772,IT-A-1169,Elyo Italia srl,Ospedale S. Giovanni Addolorata - ROMA,"Via Barcellona, 3 - 20099 - SESTO SAN GIOVANNI (MI)",4773.0,4773.0,4773.0,4773.0,4773.0,23865.0,,45.5382691,9.2635119
IT-773,IT-A-1170,SIRAM SPA,Policlinico Umberto I Roma,"Via BISCEGLIE, 95 - 20152 - MILANO (MI)",13884.0,13884.0,13884.0,13884.0,13884.0,69420.0,,45.4480481,9.1203699
IT-774,IT-A-1171,SIRAM SPA,BANCA D’ITALIA,"Via BISCEGLIE, 95 - 20152 - MILANO (MI)",7481.0,7481.0,7481.0,7481.0,7481.0,37405.0,,45.4480481,9.1203699
IT-775,IT-A-1172,SIRAM SPA,Ospedale Maggiore di Parma,"Via BISCEGLIE, 95 - 20152 - MILANO (MI)",9313.0,9313.0,9313.0,9313.0,9313.0,46565.0,,45.4480481,9.1203699
IT-776,IT-A-1173,SIRAM SPA,Policlinico di Modena,"Via BISCEGLIE, 95 - 20152 - MILANO (MI)",5275.0,5275.0,5275.0,5275.0,5275.0,26375.0,,45.4480481,9.1203699
IT-777,IT-A-1174,Cambio di gestione in corso,Ospedale Magiore di Bologna,"Via BISCEGLIE, 95 - 20152 - MILANO (MI)",3033.0,3033.0,3033.0,3033.0,3033.0,15165.0,,45.4480481,9.1203699
IT-778,IT-A-1175,SIRAM SPA,U.L.S.S. N.6 Vicenza Po S.Bortolo,"Via BISCEGLIE, 95 - 20152 - MILANO (MI)",6503.0,6503.0,6503.0,6503.0,6503.0,32515.0,,45.4480481,9.1203699
IT-779,IT-A-1176,SIRAM SPA,Ospedale Riuniti Trieste,"Via BISCEGLIE, 95 - 20152 - MILANO (MI)",7514.0,7514.0,7514.0,7514.0,7514.0,37570.0,,45.4480481,9.1203699
IT-780,IT-A-1177,SIRAM SPA,Ospedale Cà Foncello,"Via BISCEGLIE, 95 - 20152 - MILANO (MI)",9267.0,9267.0,9267.0,9267.0,9267.0,46335.0,,45.4480481,9.1203699
IT-781,IT-A-1178,SIRAM SPA,Ospedale S. Chiara di Trento,"Via BISCEGLIE, 95 - 20152 - MILANO (MI)",4499.0,4499.0,4499.0,4499.0,4499.0,22495.0,,45.4480481,9.1203699
IT-782,IT-A-1179,SIRAM SPA,Ospedale Camposampiero Padova,"Via BISCEGLIE, 95 - 20152 - MILANO (MI)",3526.0,3526.0,3526.0,3526.0,3526.0,17630.0,,45.4480481,9.1203699
IT-783,IT-A-1180,SIRAM SPA,Teleriscaldamento Forlanini,"Via BISCEGLIE, 95 - 20152 - MILANO (MI)",5437.0,5437.0,5437.0,5437.0,5437.0,27185.0,,45.4480481,9.1203699
IT-784,IT-A-1181,SIRAM SPA,Ospedale S. Carlo,"Via BISCEGLIE, 95 - 20152 - MILANO (MI)",6730.0,6730.0,6730.0,6730.0,6730.0,33650.0,,45.4480481,9.1203699
IT-785,IT-A-1182,SIRAM SPA,Policlinico di Milano,"Via BISCEGLIE, 95 - 20152 - MILANO (MI)",6961.0,6961.0,6961.0,6961.0,6961.0,34805.0,,45.4480481,9.1203699
IT-786,IT-A-1183,SIRAM SPA,Ospedale Niguarda,"Via BISCEGLIE, 95 - 20152 - MILANO (MI)",13147.0,13147.0,13147.0,13147.0,13147.0,65735.0,,45.4480481,9.1203699
IT-787,IT-A-1184,SIRAM SPA,Ospedale S. Gerardo Nuovo Monza,"Via BISCEGLIE, 95 - 20152 - MILANO (MI)",9777.0,9777.0,9777.0,9777.0,9777.0,48885.0,,45.4480481,9.1203699
IT-788,IT-A-1185,SIRAM SPA,FIERA DI MILANO,"Via BISCEGLIE, 95 - 20152 - MILANO (MI)",3316.0,3316.0,3316.0,3316.0,3316.0,16580.0,,45.4480481,9.1203699
IT-789,IT-A-1186,SIRAM SPA,Ospedale SS Antonio e Biagio C. Arrigo Alessandria,"Via BISCEGLIE, 95 - 20152 - MILANO (MI)",8017.0,8017.0,8017.0,8017.0,8017.0,40085.0,,45.4480481,9.1203699
IT-791,IT-A-1189,SIRAM SPA,Policlinico di Bari,"Via BISCEGLIE, 95 - 20152 - MILANO (MI)",6290.0,6290.0,6290.0,6290.0,6290.0,31450.0,,45.4480481,9.1203699
IT-793,IT-A-1191,SOLVAY CHIMICA BUSSI SPA,SOLVAY CHIMICA BUSSI SPA STABILIMETO DI BUSSI,"TURATI, 12 - 20100 - MILANO (MI)",6007.0,6007.0,6007.0,6007.0,6007.0,30035.0,,45.4743958,9.1950896
IT-794,IT-A-1192,SOLVAY CHIMICA ITALIA SPA,STABILIMENTO SOLVAY CHIMICA ITALIA SPA ROSIGNANO MARITTIMO (LI),"PIAVE, 6 - 57016 - ROSIGNANO MARITTIMO (LI)",76761.0,76761.0,76761.0,76761.0,76761.0,383805.0,,43.3877066,10.4455927
IT-795,IT-A-1193,TAMPIERI ENERGIE SRL - FAENZA- RA,T.ENERGY,"GRANAROLO, 102 - 48018 - FAENZA (RA)",6208.0,6208.0,6208.0,6208.0,6208.0,31040.0,,44.317844,11.9043546
IT-796,IT-A-1194,Terni EN.A. S.p.A.,Terni EN.A. S.p.A. Impianto di Termovalorizzazione,"Via Giuseppe Ratini - Località Maratta Bassa, 23 - 05100 - TERNI (TR)",26.0,26.0,26.0,26.0,26.0,130.0,,42.6539486,12.4396528
IT-797,IT-A-1195,Tintoria e Rifinizione NUOVE IDEE S.p.A.,Tintoria e Rifinizione NUOVE IDEE S.p.A.,"VIA CROCE ROSSA, 1/L - 51037 - MONTALE (PT)",5700.0,5700.0,5700.0,5700.0,5700.0,28500.0,,43.9133673,11.0166761
IT-798,IT-A-1198,Varese Risorse S.p.a.,Impianto di cogenerazione a servizio del teleriscaldamento della città di Varese,"Ottorino Rossi, s.n.c. - 21100 - VARESE (VA)",19856.0,19856.0,19856.0,19856.0,19856.0,99280.0,,45.8397203,8.7541338
IT-799,IT-A-1200,VEBAD SPA,VEBAD,"STRADA STATALE N. 100 - KM 35, n.d. - 70023 - GIOIA DEL COLLE (BA)",47495.0,47495.0,47495.0,47495.0,47495.0,237475.0,,40.796728,16.92359
IT-800,IT-A-1201,VETRERIA COOPERATIVA PIEGARESE SOCIETA' COOPERATIVA,VETRERIA COOPERATIVA PIEGARESE,"VOCABOLO RINGRAZIATA PRIMA, 57 - 06066 - PIEGARO (PG)",91096.0,91096.0,91096.0,91096.0,91096.0,455480.0,,42.969772,12.0863466
IT-801,IT-A-1202,Vetreria Etrusca Srl,Vetreria Etrusca Srl,"VIA MAREMMANA, 70 - 50056 - MONTELUPO FIORENTINO (FI)",21080.0,21080.0,21080.0,21080.0,21080.0,105400.0,,43.7092602,10.9995462
IT-802,IT-A-1203,VETRERIE MERIDIONALI S.P.A.,"VETRERIE MERIDIONALI S.P,A,","VIA PER CONVERSANO, 144 - 70013 - CASTELLANA GROTTE (BA)",61750.0,61750.0,61750.0,61750.0,61750.0,308750.0,,40.886431,17.165495
IT-803,IT-A-1204,VETRI SPECIALI S.P.A.,STABILIMENTO DI ORMELLE - TREVISO,"CAPITELLO DELLA SALUTE, 53 - 31010 - ORMELLE (TV)",18793.0,18793.0,18793.0,18793.0,18793.0,93965.0,,45.772375,12.415045
IT-964,IT-A-1205,VERONA STEEL SPA,VERONA STEEL SPA,"via A.Salieri, 24 - 37050 - VERONA (VR)",17810.0,17810.0,17810.0,17810.0,17810.0,89050.0,,45.4214906,11.0966525
IT-804,IT-A-1206,AGRICOLA INDUSTRIALE DELLA FAELLA SPA,AGRICOLA INDUSTRIALE DELLA FAELLA SPA,"E. DEL NICOLA, 29/A - 50066 - REGGELLO (FI)",14658.0,14658.0,14658.0,14658.0,14658.0,73290.0,,43.6830877,11.5368965
IT-805,IT-A-1207,AGUSTA S.p.A,Agusta S.p.A.,"Via Giovanni Agusta, 520 - 21017 - SAMARATE (VA)",8450.0,8450.0,8450.0,8450.0,8450.0,42250.0,,45.6281817,8.7843049
IT-806,IT-A-1208,AGUSTA S.P.A,AGUSTA S.P.A.,"VIA ROMA, 51 - 21029 - VERGIATE (VA)",13234.0,13234.0,13234.0,13234.0,13234.0,66170.0,,45.7202175,8.6936867
IT-807,IT-A-1209,ALCART DI ALLEVA DOMENICO &C SAS,IMPIANTO INDUSTRIALE DESTINATO ALLA FABBRICAZIONE DI CARTA,"NAPOLI, 187 - 03036 - ISOLA DEL LIRI (FR)",4049.0,4049.0,4049.0,4049.0,4049.0,20245.0,,41.6688406,13.5602852
IT-808,IT-A-1210,ALENIA AERONAUTICA SPA,STABILIMENTO DI POMIGLIANO D'ARCO,"DELL'AERONAUTICA, SNC - 80038 - POMIGLIANO D'ARCO (NA)",8723.0,8723.0,8723.0,8723.0,8723.0,43615.0,,40.907912,14.386233
IT-809,IT-A-1211,ALENIA AERONAUTICA SPA,CENTRALE TERMICA STABILIMENTO DI NOLA,"DELL'AERONAUTICA, SNC - 80038 - POMIGLIANO D'ARCO (NA)",10935.0,10935.0,10935.0,10935.0,10935.0,54675.0,,40.907912,14.386233
IT-810,IT-A-1213,ANTIBIOTICOS SPA,ANTIBIOTICOS SPA,"SCHIAPPARELLI, 2 - 10036 - SETTIMO TORINESE (TO)",47674.0,47674.0,47674.0,47674.0,47674.0,238370.0,,45.1391773,7.766876
IT-811,IT-A-1215,AVI.COOP SOCIETA' COOPERATIVA AGRICOLA,Avi.Coop. s.c.r.l.,"Via del Rio, 336 - 47023 - CESENA (FO)",20932.0,20932.0,20932.0,20932.0,20932.0,104660.0,,44.1129606,12.1991252
IT-812,IT-A-1216,O-I Manufacturing Italy S.p.A.,O-I Manufacturing Italy S.p.A - Stabilimento di SAN GEMINI (TR),"VIA WASHINGTON, 70 - 20100 - MILANO (MI)",28707.0,28707.0,28707.0,28707.0,28707.0,143535.0,,45.4601178,9.1545952
IT-813,IT-A-1217,BARILLA G. E R. FRATELLI SOCIETA’ PER AZIONI,Comprensorio di Pedrignano,"VIA RICCARDO E PIETRO BARILLA, 3/A - 43100 - PARMA (PR)",34353.0,34353.0,34353.0,34353.0,34353.0,171765.0,,44.8029841,10.3400112
IT-814,IT-A-1218,HEXION SPECIALTY CHEMICALS ITALIA SPA,IMPIANTI DI COMBUSTIONE CON POTENZA CALORICA DI COMBUSTIONE DI OTRE 20MW,"MAZZINI, 104 - 21058 - SOLBIATE OLONA (VA)",16895.0,16895.0,16895.0,16895.0,16895.0,84475.0,,45.6447756,8.8902673
IT-815,IT-A-1220,BARI FONDERIE MERIDIONALI SPA,IMPIANTI PER LA PRODUZIONE DI GHISA O ACCIAIO (FUSIONE PRIMARIA O SECONDARIA),"TOMMASO COLUMBO, 7 - 70123 - BARI (BA)",181.0,181.0,181.0,181.0,181.0,905.0,,41.1195575,16.8223468
IT-816,IT-A-1223,BOSTON TAPES SPA,BOSTON TAPES SPA,"STRADA PROVINCIALE CELLOLE PIEDIMONTE, SNC - 81037 - SESSA AURUNCA (CE)",14050.0,14050.0,14050.0,14050.0,14050.0,70250.0,,41.2369344,13.9347304
IT-817,IT-A-1224,Calce S. Pellegrino S.p.A.,Calce S. Pellegrino S.p.A. - Stabilimento di Palagiano,"Strada Amerina, s.n. - 05035 - NARNI (TR)",64600.0,64600.0,64600.0,64600.0,64600.0,323000.0,,42.5332573,12.5069202
IT-818,IT-A-1225,Calce S. Pellegrino S.p.A.,Calce S. Pellegrino S.p.A. - Stabilimento di Narni,"Strada Amerina, s.n. - 05035 - NARNI (TR)",331795.0,331795.0,331795.0,331795.0,331795.0,1658975.0,,42.5332573,12.5069202
IT-819,IT-A-1226,Calce S. Pellegrino S.p.A.,Calce S. Pellegrino S.p.A. - Stabilimento di Itri,"Strada Amerina, s.n. - 05035 - NARNI (TR)",84208.0,84208.0,84208.0,84208.0,84208.0,421040.0,,42.5332573,12.5069202
IT-820,IT-A-1227,CARTESAR SPA,CARTESAR,"DELLE FRATTE, 3 - 84080 - PELLEZZANO (SA)",22646.0,22646.0,22646.0,22646.0,22646.0,113230.0,,40.725211,14.757443
IT-821,IT-A-1228,CARTIERA BOMPANI S.r.L.,CARTIERA BOMPANI S.r.L.,"VIA DELLA BASSA, 58 - 43037 - LESIGNANO DE' BAGNI (PR)",1994.0,1994.0,1994.0,1994.0,1994.0,9970.0,,44.6513266,10.2957693
IT-822,IT-A-1229,CARTIERA BONATI &C. SRL,CARTIERA BONATI &C. SRL,"STR. ARGINI PARMA, 40/A - 43100 - PARMA (PR)",3101.0,3101.0,3101.0,3101.0,3101.0,15505.0,,44.6952006,10.0979869
IT-823,IT-A-1230,CARTIERA BORMIDA SPA,CARTIERA BORMIDA SPA,"FRAZ. VALLE, 1 - 17013 - MURIALDO (SV)",14735.0,14735.0,14735.0,14735.0,14735.0,73675.0,,44.3165799,8.1642967
IT-824,IT-A-1232,CARTIERA DELLA MADONNINA SPA,CARTIERA DELLA MADONNINA SPA,"DELLE CARTIERE, 213 - 55019 - VILLA BASILICA (LU)",16576.0,16576.0,16576.0,16576.0,16576.0,82880.0,,43.9365569,10.6480346
IT-825,IT-A-1233,CARTIERA DI RIVIGNANO SPA,CARTIERA DI RIVIGNANO SPA,"GIORDANO BRUNO, 32 - 33050 - RIVIGNANO (UD)",3955.0,3955.0,3955.0,3955.0,3955.0,19775.0,,45.8839976,13.0670009
IT-826,IT-A-1234,CARTIERA GRILLO S.A.S. DI GIUSEPPE E DOMENICO GRILLO,CARTIERA GRILLO S.A.S. DI GIUSEPPE E DOMENICO GRILLO,"ACQUASANTA, 20 - 16100 - GENOVA (GE)",4230.0,4230.0,4230.0,4230.0,4230.0,21150.0,,44.4576701,8.7685407
IT-827,IT-A-1235,CARTIERA OLONA S.A.S.,CARTIERA OLONA SAS DI BELVISI DR. DAVIDE & C,"GALILEO GALILEI, 5 - 21055 - GORLA MINORE (VA)",7440.0,7440.0,7440.0,7440.0,7440.0,37200.0,,45.6443475,8.8941618
IT-828,IT-A-1236,CARTIERA PARTENOPE SRL,CARTIERA PARTENOPE SRL,"C.SO SALVATORE D'AMATO, 3 - 80022 - ARZANO (NA)",15623.0,15623.0,15623.0,15623.0,15623.0,78115.0,,40.9098687,14.2758431
IT-829,IT-A-1237,CARTIERA SO.CAR.PI. S.R.L.,CARTIERA SO.CAR.PI. S.R.L.,"VIA DELLA TORBOLA, 33 - 55019 - VILLA BASILICA (LU)",5446.0,5446.0,5446.0,5446.0,5446.0,27230.0,,43.941285,10.6404102
IT-830,IT-A-1238,CARTIERA VERDE ROMANELLO S.p.A.,CARTIERA VERDE ROMANELLO S.p.A.,"PERO, 5/A - 17019 - VARAZZE (SV)",18861.0,18861.0,18861.0,18861.0,18861.0,94305.0,,44.3873525,8.5484197
IT-831,IT-A-1239,CARTIERE ENRICO CASSINA SNC,CARTIERE ENRICO CASSINA SNC,"FRAJRIA, 7 - 10064 - PINEROLO (TO)",3591.0,3591.0,3591.0,3591.0,3591.0,17955.0,,44.8873086,7.3319454
IT-832,IT-A-1240,CEMENTERIA COSTANTINOPOLI SRL,CEMENTERIA COSTANTINOPOLI SRL,"S.S.93 KM. 76, SNC - 85022 - BARILE (PZ)",169643.0,169643.0,169643.0,169643.0,169643.0,848215.0,,40.946322,15.67266
IT-833,IT-A-1241,ELYO ITALIA SRL,AZIENDA OSPEDALIERA S. CAMILLO-FORLANINI,"VIA BARCELLONA, 3 - 20099 - SESTO SAN GIOVANNI (MI)",13487.0,13487.0,13487.0,13487.0,13487.0,67435.0,,45.5382691,9.2635119
IT-834,IT-A-1242,Manutencoop Facility Management S.p.A.,STAZIONE CENTRALE DI ROMA TERMINI,"via E. D'Onofrio, 80 - 00155 - ROMA (RM)",3346.0,3346.0,3346.0,3346.0,3346.0,16730.0,,41.8933203,12.4829321
IT-835,IT-A-1243,COFATHEC SERVIZI SPA AREA LAZIO,OSPEDALE BELCOLLE VITERBO,"DELLA TRAVICELLA, 61 - 00100 - ROMA (RM)",3081.0,3081.0,3081.0,3081.0,3081.0,15405.0,,41.8703859,12.4997184
IT-837,IT-A-1246,CONSORZIO P.I.CHI.,CONSORZIO PARCO INDUSTRIALE CHIVASSO,"CALUSO, 50 - 10034 - CHIVASSO (TO)",14066.0,14066.0,14066.0,14066.0,14066.0,70330.0,,45.1979883,7.8900701
IT-1003,IT-A-1248,E.ON Rete Triveneto s.r.l. - a socio unico,C.T.E. RB/DG,"piazza S. Nicolò, 15 - 30034 - MIRA (VE)",69245.0,69245.0,69245.0,69245.0,69245.0,346225.0,,45.4331667,12.1329978
IT-840,IT-A-1250,DISTILLERIE BONOLLO SPA,DISTILLERIE BONOLLO SPA STABILIMENTO DI ANAGNI LOC PADUNI (FR),"PADUNI, SNC - 03012 - ANAGNI (FR)",9471.0,9471.0,9471.0,9471.0,9471.0,47355.0,,41.7447015,13.1526343
IT-841,IT-A-1251,Casteggio Lieviti SRL,IMPIANTO DI COMBUSTIONE CON UNA POTENZA CALORIFICA DI COMBUSTIONE DI OLTRE 20MW,"MILANO, 42 - 27045 - CASTEGGIO (PV)",66212.0,66212.0,66212.0,66212.0,66212.0,331060.0,,45.0300735,9.1296916
IT-956,IT-A-1252,EDISON S.p.A.,CANDELA,"FORO BUONAPARTE, 31 - 20100 - MILANO (MI)",692160.0,657552.0,629865.0,595257.0,567571.0,3142405.0,,45.4675304,9.1787643
